pl_name,pl_bmassj,pl_bmasse,pl_orbper,discoverymethod
"K2-394 b",0.01100000,3.51000000,5.09571700000,"Transit"
"Kepler-230 b",0.05290000,16.80000000,32.62555500000,"Transit"
"TOI-444 b",0.02550000,8.10000000,17.96360000000,"Transit"
"TOI-2202 b",0.90400000,287.31687993,11.91260750000,"Transit"
"Wendelstein-2 b",0.73100000,232.33373000,1.75222390000,"Transit"
"Kepler-166 b",0.01820000,5.77000000,7.65025400000,"Transit"
"Kepler-181 c",0.01450000,4.62000000,4.30214900000,"Transit"
"Kepler-106 d",0.02548532,8.10000000,23.98020000000,"Transit"
"Kepler-131 c",0.02600000,8.25000000,25.51690000000,"Transit"
"Kepler-320 b",0.00489000,1.55000000,8.37155400000,"Transit"
"Kepler-169 e",0.01720000,5.48000000,13.76710200000,"Transit"
"Kepler-249 c",0.00909000,2.89000000,7.11370200000,"Transit"
"Kepler-174 b",0.01420000,4.50000000,13.98179000000,"Transit"
"Kepler-231 c",0.07600000,24.10000000,19.27156600000,"Transit"
"Kepler-197 c",0.01700000,5.30000000,10.34969500000,"Transit"
"Kepler-151 b",0.03020000,9.59000000,15.22895800000,"Transit"
"Kepler-241 b",0.01900000,6.04000000,12.71809200000,"Transit"
"Kepler-232 b",0.03050000,9.69000000,4.43122200000,"Transit"
"Kepler-233 b",0.02040000,6.48000000,8.47238200000,"Transit"
"Kepler-143 b",0.02010000,6.39000000,16.00758300000,"Transit"
"Kepler-332 d",0.00553000,1.76000000,34.21154000000,"Transit"
"HIP 9618 b",0.02611472,8.30000000,20.77285800000,"Transit"
"TOI-1453 b",0.00729954,2.32000000,4.31352250000,"Transit"
"TOI-1450 A b",0.00395811,1.25800000,2.04392740000,"Transit"
"GJ 3512 c",0.45300000,143.97626837,2354.00000000000,"Radial Velocity"
"TOI-1450 A c",0.00480448,1.52700000,5.06880000000,"Transit"
"Kepler-453 b",0.05034138,16.00000000,240.50300000000,"Transit"
"TOI-1420 b",0.07897343,25.10000000,6.95610630000,"Transit"
"KOI-4978 b",0.00085200,0.27100000,0.94196700000,"Transit"
"Kepler-311 d",0.01530000,4.86000000,232.04032600000,"Transit"
"K2-369 b",0.00717000,2.28000000,5.76161200000,"Transit"
"HD 93083 b",0.45100000,143.34061156,144.72000000000,"Radial Velocity"
"LHS 1678 d",0.00285000,0.90700000,4.96522290000,"Transit"
"Kepler-1515 b",0.20800000,66.20000000,214.31141640000,"Transit"
"TOI-5616 b",1.96332356,624.00000000,2.00284900000,"Transit"
"TOI-2194 b",0.01450000,4.61000000,15.33759700000,"Transit"
"K2-388 b",0.04550000,14.50000000,6.33932000000,"Transit"
"K2-397 b",0.02020000,6.42000000,3.57232600000,"Transit"
"KIC 3558849 b",0.12000000,38.10000000,1322.30000000000,"Transit"
"HD 215152 c",1.47500000,468.79690033,7.28243000000,"Radial Velocity"
"Kepler-440 b",0.01300000,4.12000000,101.11141000000,"Transit"
"HD 23472 e",0.00226537,0.72000000,7.90754000000,"Transit"
"HD 73344 c",0.37300000,118.54999581,65.94000000000,"Radial Velocity"
"TOI-1301.01",0.02110000,6.70000000,6.09640720900,"Transit"
"TOI-1221 b",3.50000000,1112.39942450,91.68278000000,"Transit"
"Kepler-490 b",,,3.26869515400,"Transit"
"TOI-697 b",0.01940000,6.16000000,8.60788713593,"Transit"
"EPIC 220674823 c",0.02485618,7.90000000,13.34060300000,"Transit"
"Kepler-949 b",0.02770000,8.80000000,8.68930729600,"Transit"
"TOI-544 b",0.00909296,2.89000000,1.54835200000,"Transit"
"Kepler-109 c",0.02580009,8.20000000,21.22265000000,"Transit"
"TOI-2266 b",0.00940000,2.99000000,2.32631800000,"Transit"
"TOI-1744.01",0.02410000,7.65000000,22.34170292700,"Transit"
"HATS-66 b",5.33000000,1694.03390000,3.14143910000,"Transit"
"K2-13 b",0.01330000,4.23000000,39.91488000000,"Transit"
"KIC 8540376 b",0.04960000,15.80000000,31.80990000000,"Transit"
"KIC 8540376 c",0.02000000,6.35000000,75.20000000000,"Transit"
"Kepler-436 b",0.02490000,7.90000000,64.00205000000,"Transit"
"Kepler-186 f",0.00537000,1.71000000,129.94410000000,"Transit"
"Kepler-441 b",0.01050000,3.33000000,207.24820000000,"Transit"
"TOI-1224 c",0.02730000,8.67000000,17.94546600000,"Transit"
"K2-155 c",0.02290000,7.27000000,13.85000000000,"Transit"
"TOI-808 b",0.01730000,5.49000000,9.73944854026,"Transit"
"TOI-2088 b",0.11641502,37.00000000,124.72997000000,"Transit"
"WASP-1 b",0.85400000,271.41500000,2.51994540000,"Transit"
"HD 224018 d",0.01321468,4.20000000,138.07310000000,"Transit"
"TOI-1782.01",0.01950000,6.20000000,4.98764102800,"Transit"
"K2-141 c",0.02517081,8.00000000,7.74850000000,"Transit"
"TOI-4487 A b",1.25000000,397.28550875,3.95407090000,"Transit"
"GJ 3512 b",0.46100000,146.51889563,203.10900000000,"Radial Velocity"
"HD 95338 b",0.13500000,42.90000000,55.08269400000,"Radial Velocity"
"HD 215497 b",4.99900000,1588.82420659,3.93404000000,"Radial Velocity"
"Kepler-435 b",0.84000000,266.97000000,8.60015360000,"Transit"
"Qatar-5 b",4.32000000,1373.02560000,2.87923190000,"Transit"
"COCONUTS-2 b",8.00000000,2542.62725600,402000000.00000000000,"Imaging"
"K2-333 b",0.09950000,31.60000000,14.75928700000,"Transit"
"TOI-2145 b",5.68000000,1805.26535176,10.26112800000,"Transit"
"Kepler-68 c",0.00409026,1.30000000,9.60502700000,"Transit"
"HD 28471 b",0.01170443,3.72000000,3.16490000000,"Radial Velocity"
"TOI-500 e",0.04735260,15.05000000,61.30000000000,"Radial Velocity"
"HATS-56 b",0.60200000,191.33366000,4.32479900000,"Transit"
"HAT-P-12 b",0.21100000,67.05900000,3.21305980000,"Transit"
"TOI-2046 b",2.30000000,731.00533610,1.49718420000,"Transit"
"HD 215497 c",0.35000000,111.23994245,566.00000000000,"Radial Velocity"
"HAT-P-33 b",0.92000000,292.40360000,3.47447000000,"Transit"
"HD 149026 b",0.38000000,120.77540000,2.87589000000,"Radial Velocity"
"TOI-6383 A b",1.04000000,331.00000000,1.79058695000,"Transit"
"HD 100508 b",1.20000000,381.39408840,5681.00000000000,"Radial Velocity"
"HATS-16 b",3.27000000,1039.30410000,2.68650200000,"Transit"
"TOI-1799 b",0.01258541,4.00000000,7.09457086500,"Transit"
"DMPP-4 b",0.03838549,12.20000000,3.49820000000,"Radial Velocity"
"HD 191939 b",0.03146352,10.00000000,8.88032560000,"Transit"
"TOI-333 b",0.06324167,20.10000000,3.78525030000,"Transit"
"Kepler-19 b",0.01919275,6.10000000,9.28699000000,"Transit"
"Kepler-1999 b",0.03410000,10.80000000,8.73967580000,"Transit"
"TOI-3353.01",0.02390000,7.59000000,4.66579650000,"Transit"
"K2-14 b",0.06500000,20.70000000,8.36802000000,"Transit"
"K2-15 b",0.02110000,6.71000000,11.81040000000,"Transit"
"K2-17 b",0.01760000,5.60000000,17.96753000000,"Transit"
"KIC 10525077 b",0.08160000,25.90000000,854.08300000000,"Transit"
"KIC 5437945 b",0.10600000,33.60000000,440.78130000000,"Transit"
"Kepler-442 b",0.00742000,2.36000000,112.30530000000,"Transit"
"HD 67087 b",3.06000000,973.00000000,352.20000000000,"Radial Velocity"
"TOI-1411 b",0.00629270,2.00000000,1.45205270000,"Transit"
"K2-285 c",0.04933455,15.68000000,7.13804800000,"Transit"
"Kepler-785 b",,,1.97376092600,"Transit"
"TOI-1036 b",0.10200000,32.50000000,3.77952125496,"Transit"
"WASP-62 b",0.52000000,165.27160000,4.41195000000,"Transit"
"TOI-938 b",0.06530000,20.80000000,8.80733882211,"Transit"
"K2-372 b",0.02830000,8.98000000,9.84407700000,"Transit"
"HD 33142 d",0.20000000,63.56568140,89.90000000000,"Radial Velocity"
"nu Oph c",24.66200000,7838.32346000,3180.60000000000,"Radial Velocity"
"HD 32963 b",2.07000000,657.90480249,2372.00000000000,"Radial Velocity"
"Kepler-437 b",0.01640000,5.22000000,66.65062000000,"Transit"
"HIP 78530 b",23.00000000,7300.00000000,,"Imaging"
"1RXS J160929.1-210524 b",8.00000000,3000.00000000,,"Imaging"
"OGLE-2012-BLG-0563L b",0.39000000,120.00000000,,"Microlensing"
"Kepler-296 c",0.01470000,4.66000000,5.84163660000,"Transit"
"OGLE-2016-BLG-1266L b",12.00000000,3813.94088400,,"Microlensing"
"TOI-5218 b",2.06715317,657.00000000,4.29145200000,"Transit"
"TOI-1516 b",3.16000000,1004.33776612,2.05601400000,"Transit"
"TYC 8998-760-1 c",6.00000000,1906.98000000,,"Imaging"
"TOI-332 b",0.17997133,57.20000000,0.77703800000,"Transit"
"Kepler-731 b",,,3.85560355100,"Transit"
"K2-265 b",0.02310000,7.34183620,2.36902000000,"Transit"
"KMT-2022-BLG-1818L b",4.00000000,1271.31362800,,"Microlensing"
"WASP-2 b",0.93100000,295.89973000,2.15217500000,"Transit"
"HD 106315 c",0.04782431,15.20000000,21.05704000000,"Transit"
"WASP-28 b",0.88900000,282.54945382,3.40883495000,"Transit"
"TOI-2141 c",0.01931860,6.14000000,5.46240000000,"Radial Velocity"
"Kepler-856 b",0.19900000,63.30000000,8.02768059500,"Transit"
"HD 113538 b",0.36000000,114.41000000,663.20000000000,"Radial Velocity"
"Kepler-79 e",0.01300000,4.10000000,81.06590000000,"Transit"
"Kepler-79 c",0.01900000,5.90000000,27.40290000000,"Transit"
"Kepler-296 d",0.01580000,5.02000000,19.85029100000,"Transit"
"BD+15 2375 b",1.06100000,337.21763000,153.22000000000,"Radial Velocity"
"HD 5583 b",5.78000000,1837.05740000,139.35000000000,"Radial Velocity"
"HD 113538 c",0.93000000,295.57000000,1818.00000000000,"Radial Velocity"
"HD 30669 b",0.47000000,149.37000000,1684.00000000000,"Radial Velocity"
"Kepler-79 b",0.03430000,10.90000000,13.48450000000,"Transit"
"Kepler-296 e",0.00930000,2.96000000,34.14211000000,"Transit"
"Kepler-296 f",0.01230000,3.89000000,63.33627000000,"Transit"
"WASP-180 A b",0.90000000,286.04700000,3.40926400000,"Transit"
"GJ 1137 c",0.01610932,5.12000000,9.64120000000,"Radial Velocity"
"Kepler-1869 b",0.00458000,1.46000000,8.16736030600,"Transit"
"TOI-421 b",0.02108056,6.70000000,5.19757600000,"Transit"
"HD 12484 b",2.98000000,947.13340000,58.83000000000,"Radial Velocity"
"HIP 65407 b",0.42800000,136.03124000,28.12500000000,"Radial Velocity"
"HD 108341 b",2.25000000,715.11391575,1129.00000000000,"Radial Velocity"
"HD 103720 b",0.62000000,197.04600000,4.55570000000,"Radial Velocity"
"TOI-521 b",0.01667566,5.30000000,1.54285047000,"Transit"
"TOI-4641 b",3.87000000,1229.99593509,22.09341000000,"Transit"
"TOI-5542 b",1.32000000,419.53349724,75.12375000000,"Transit"
"K2-339 b",0.01370000,4.35000000,19.50742800000,"Transit"
"Kepler-1980 b",0.01740000,5.52000000,33.02571790000,"Transit"
"TOI-1789 b",0.70000000,222.47988490,3.20866400000,"Transit"
"CoRoT-28 b",0.48400000,153.82972000,5.20851000000,"Transit"
"WASP-98 b",0.92200000,293.03926000,2.96264036000,"Transit"
"HIP 66074 b",5.00000000,1589.14203500,310.90000000000,"Astrometry"
"TOI-3135 b",1.03000000,327.36325921,3.70655850000,"Transit"
"Kepler-1814 c",0.01180000,3.75000000,0.62628176600,"Transit"
"HD 94771 b",0.53000000,169.00000000,2164.00000000000,"Radial Velocity"
"TOI-4087 b",0.73000000,232.01473711,3.17748350000,"Transit"
"TOI-286 c",0.01170443,3.72000000,39.36182600000,"Transit"
"Kepler-1894 b",0.00590000,1.87000000,2.76266002700,"Transit"
"TOI-2019 b",0.10823450,34.40000000,15.34440000000,"Transit"
"NGTS-10 b",2.16200000,687.14846000,0.76689440000,"Transit"
"TOI-1105 b",0.03010000,9.58000000,10.86818410933,"Transit"
"TOI-2076 e",0.01478785,4.70000000,3.02237530000,"Transit"
"TOI-1117 b",0.02800253,8.90000000,2.22816000000,"Transit"
"SPECULOOS-3 b",0.00281000,0.89400000,0.71912603000,"Transit"
"TOI-4600 b",3.02000000,959.84178914,82.68690000000,"Transit"
"K2-140 b",0.93000000,295.58041851,6.56918800000,"Transit"
"Kepler-434 b",2.86000000,908.96000000,12.87470990000,"Transit"
"Kepler-433 b",2.82000000,896.24000000,5.33408384000,"Transit"
"HATS-43 b",0.26100000,82.95363000,4.38884970000,"Transit"
"2M0437 b",4.00000000,1271.31362800,,"Imaging"
"Kepler-1518 b",0.03000000,9.53000000,5.11177904000,"Transit"
"TOI-4773 b",5.31000000,1687.66884117,1.74528510000,"Transit"
"Kepler-685 b",0.24800000,78.80000000,1.62552220000,"Transit"
"TOI-1806.01",0.03620000,11.50000000,15.14546930000,"Transit"
"K2-378 b",0.02720000,8.65000000,2.06043800000,"Transit"
"TOI-762 A b",0.25100000,79.77493016,3.47168260000,"Transit"
"HD 207897 b",0.04656601,14.80000000,16.20166000000,"Transit"
"TOI-1736 b",0.03870013,12.30000000,7.07307600000,"Transit"
"NGTS-21 b",2.36000000,750.07504052,1.54338970000,"Transit"
"HD 75302 b",5.40000000,1716.27339780,4356.00000000000,"Radial Velocity"
"TOI-4495 b",0.02422691,7.70000000,2.56699000000,"Transit"
"kap CrB b",2.00000000,635.66000000,1253.68000000000,"Radial Velocity"
"TOI-244 b",0.00843222,2.68000000,7.39722500000,"Transit"
"TOI-2295 b",0.87500000,278.09985612,30.03330200000,"Transit"
"HIP 109384 b",1.56000000,495.81480000,499.48000000000,"Radial Velocity"
"HD 220842 b",3.18000000,1010.69940000,218.47000000000,"Radial Velocity"
"Kepler-445 d",0.00660000,2.10000000,8.15275000000,"Transit"
"Kepler-445 c",0.02150000,6.85000000,4.87122900000,"Transit"
"Kepler-432 b",5.41000000,1719.46030000,52.50112900000,"Transit"
"TOI-500 b",0.00446782,1.42000000,0.54817700000,"Transit"
"TIC 231949697 b",0.00928000,2.95000000,0.90720448719,"Transit"
"Wolf 327 b",0.00796027,2.53000000,0.57347450000,"Transit"
"Kepler-1982 b",0.00120000,0.38100000,3.82315697000,"Transit"
"TOI-4559 b",0.00814000,2.59000000,3.96599100000,"Transit"
"GJ 3929 c",0.01796567,5.71000000,15.04000000000,"Radial Velocity"
"Kepler-1513 b",0.15200000,48.30991786,160.88420000000,"Transit"
"Kepler-10 d",0.03775622,12.00000000,151.06000000000,"Radial Velocity"
"WASP-87 b",2.18000000,692.86940000,1.68279500000,"Transit"
"OGLE2-TR-L9 b",4.50000000,1430.17500000,2.48553350000,"Transit"
"HD 109833 c",0.02270000,7.22000000,13.90014800000,"Transit"
"GJ 9827 d",0.00950198,3.02000000,6.20183000000,"Transit"
"TOI-5704 b",0.03300000,10.50000000,3.77111600000,"Transit"
"TOI-5007 b",0.66400000,211.03806225,2.54337100000,"Transit"
"TOI-6448 b",0.17000000,54.00000000,14.84426100000,"Transit"
"Kepler-1655 b",0.01699030,5.40000000,11.87287870000,"Transit"
"Kepler-880 c",0.02710000,8.60000000,11.80617370000,"Transit"
"Kepler-1624 b",0.11100000,35.30000000,3.29031400000,"Transit"
"HAT-P-68 b",0.72400000,230.10892000,2.29840551000,"Transit"
"NGTS-15 b",0.75100000,238.68913366,3.27623000000,"Transit"
"HD 191939 g",0.04247575,13.50000000,284.00000000000,"Radial Velocity"
"TOI-5688 A b",0.39000000,124.00000000,2.94815527000,"Transit"
"HD 94890 c",8.91000000,2831.85110637,2492.19000000000,"Radial Velocity"
"MWC 758 c",,,,"Imaging"
"HD 20794 b",0.00850000,2.70000000,18.31400000000,"Radial Velocity"
"HD 158259 c",0.01761948,5.60000000,3.43200000000,"Radial Velocity"
"HD 110067 e",0.01227077,3.90000000,30.79309100000,"Transit"
"Kepler-20 b",0.03051961,9.70000000,3.69610490000,"Transit"
"Kepler-1972 c",0.00663880,2.11000000,11.32950000000,"Transit"
"TOI-5592 b",0.89900000,285.72773789,2.60858460000,"Transit"
"HR 858 b",0.01116955,3.55000000,3.58528700000,"Transit"
"OGLE-2008-BLG-092L b",0.18000000,57.00000000,,"Microlensing"
"OGLE-2005-BLG-071L b",3.80000000,1200.00000000,,"Microlensing"
"Kepler-445 b",0.00982000,3.12000000,2.98415100000,"Transit"
"Kepler-446 d",0.00752000,2.39000000,5.14892100000,"Transit"
"8 UMi b",1.65000000,524.41687155,93.31000000000,"Radial Velocity"
"TOI-1750 b",0.02580000,8.19000000,11.33727129656,"Transit"
"K2-133 c",0.01010000,3.20000000,4.86784000000,"Transit"
"TOI-4127 b",2.34000000,743.71847238,56.39870000000,"Transit"
"HD 111998 b",4.80000000,1525.57635360,810.00000000000,"Radial Velocity"
"K2-398 b",0.01820000,5.79000000,6.39302500000,"Transit"
"BEBOP-4 AB b",26.30000000,8358.88710410,1823.50000000000,"Radial Velocity"
"OGLE-2006-BLG-109L b",0.72700000,231.00000000,1788.50000000000,"Microlensing"
"K2-404 b",0.02180000,6.94000000,13.11536500000,"Transit"
"GJ 3090 c",0.03146352,10.00000000,15.94070000000,"Radial Velocity"
"TOI-3464 b",1.25000000,397.28550875,3.65155680000,"Transit"
"Kepler-1052 b",0.02800000,8.91000000,34.85382760000,"Transit"
"K2-131 b",0.02485618,7.90000000,0.36930380000,"Transit"
"TOI-561 c",0.01865787,5.93000000,10.77883800000,"Transit"
"K2-136 b",0.01352931,4.30000000,7.97520000000,"Transit"
"TOI-1853 b",0.23031296,73.20000000,1.24362580000,"Transit"
"Kepler-1986 b",0.01330000,4.23000000,19.54896660000,"Transit"
"2MASS J02192210-3925225 b",13.90000000,4417.83700000,,"Imaging"
"GJ 480 b",0.02768790,8.80000000,9.55360000000,"Radial Velocity"
"WASP-32 b",2.63000000,835.89290000,2.71866000000,"Transit"
"K2-337 b",0.02320000,7.37000000,16.27356300000,"Transit"
"TOI-2989 b",3.00000000,953.48522100,3.12283200000,"Transit"
"Kepler-963 c",0.00049000,0.15600000,0.91978300000,"Transit"
"TOI-1136 c",0.01988494,6.32000000,6.25740000000,"Transit"
"Kepler-1921 c",0.00809000,2.57000000,3.15722086000,"Transit"
"HD 23079 c",0.02598887,8.26000000,5.74891300000,"Radial Velocity"
"TOI-1246 d",0.01699030,5.40000000,18.65487400000,"Transit"
"TOI-5238 b",0.07470000,23.70000000,4.87217100000,"Transit"
"TOI-4860 b",0.27300000,86.70000000,1.52275910000,"Transit"
"Kepler-30 d",0.07300000,23.10000000,143.34394000000,"Transit"
"Kepler-1610 c",0.01580000,5.02000000,44.98518850000,"Transit"
"HD 28471 d",0.01544859,4.91000000,11.68100000000,"Radial Velocity"
"WASP-132 d",5.16000000,1639.99458012,1816.60000000000,"Radial Velocity"
"Kepler-454 b",0.01699030,5.40000000,10.57375340000,"Transit"
"K2-157 b",0.00360000,1.14000000,0.36525750000,"Transit"
"NGTS-34 b",0.06009532,19.10000000,43.12655000000,"Transit"
"NGC 2682 Sand 1429 b",1.80000000,572.09113260,77.48000000000,"Radial Velocity"
"K2-352 b",0.00771000,2.45000000,3.66591200000,"Transit"
"Qatar-2 b",2.49400000,792.63500000,1.33711647000,"Transit"
"WASP-66 b",2.35000000,746.90050000,4.08605000000,"Transit"
"Qatar-8 b",0.37100000,117.91493000,3.71495000000,"Transit"
"Kepler-290 d",0.00178000,0.56600000,0.76401755300,"Transit"
"Kepler-1814 b",0.01950000,6.21000000,2.93535995500,"Transit"
"TOI-1347 b",0.03492451,11.10000000,0.84742346000,"Transit"
"TOI-3523 A b",1.37000000,435.42491759,2.30458952000,"Transit"
"TOI-2295 c",5.61000000,1783.01736327,966.50000000000,"Radial Velocity"
"KELT-18 b",1.18000000,375.03940000,2.87175180000,"Transit"
"TOI-431 d",0.03114888,9.90000000,12.46103000000,"Transit"
"Kepler-2001 b",0.00352000,1.12000000,1.09001100300,"Transit"
"WASP-197 b",1.26900000,403.32424848,5.16722800000,"Transit"
"TOI-1136 e",0.01909836,6.07000000,18.80100000000,"Transit"
"Kepler-416 c",0.01930000,6.13000000,12.20900000000,"Transit Timing Variations"
"NN Ser c",7.33000000,2329.60000000,6987.00000000000,"Eclipse Timing Variations"
"K2-287 b",0.31500000,100.11645000,14.89329100000,"Transit"
"GJ 341 b",0.01258541,4.00000000,7.57686000000,"Transit"
"K2-138 b",0.00975364,3.10000000,2.35309000000,"Transit"
"K2-178 b",0.03900000,12.40000000,8.74781800000,"Transit"
"Kepler-449 c",0.02540000,8.07000000,33.67270000000,"Transit"
"CoRoT-1 b",1.03000000,327.35000000,1.50895570000,"Transit"
"K2-406 b",0.06030000,19.20000000,22.54940600000,"Transit"
"TOI-1758 b",0.02170983,6.90000000,20.70507468500,"Transit"
"WISPIT 1 b",10.40000000,3305.41543280,,"Imaging"
"TOI-5108 b",0.10068326,32.00000000,6.75358100000,"Transit"
"WASP-84 b",0.69200000,220.00000000,8.52349648000,"Transit"
"K2-371 b",,,3.11490500000,"Transit"
"Kepler-1513 c",0.26600000,84.54235626,841.40000000000,"Transit Timing Variations"
"NY Vir c",5.54000000,1760.77820000,8799.00000000000,"Eclipse Timing Variations"
"TOI-6628 b",0.74000000,235.19302118,18.18424000000,"Transit"
"LTT 9779 b",0.09225057,29.32000000,0.79205200000,"Transit"
"Kepler-975 b",0.00879000,2.79000000,1.97034245700,"Transit"
"HD 143811 AB b",6.10000000,1938.75328270,117000.00000000000,"Imaging"
"TOI-238 c",0.02108056,6.70000000,8.46565100000,"Radial Velocity"
"HATS-54 b",0.75300000,239.32479047,2.54417650000,"Transit"
"TIC 279401253 c",8.02000000,2548.98382414,155.30000000000,"Transit"
"TOI-5340 b",0.85000000,270.15414595,4.93943920000,"Transit"
"TOI-5799 c",0.01180000,3.75000000,14.01044900000,"Transit"
"Kepler-318 c",0.04130000,13.10000000,11.81500700000,"Transit"
"TOI-4561 b",0.01200000,3.81000000,8.93547936706,"Transit"
"HD 165131 b",18.70000000,5943.39121090,2342.60000000000,"Radial Velocity"
"HAT-P-19 b",0.27700000,88.03846874,4.00878322000,"Transit"
"K2-401 b",0.01810000,5.74000000,6.29309900000,"Transit"
"Kepler-1487 c",0.15300000,48.70000000,35.80071120000,"Transit"
"Kepler-725 b",0.25700000,81.60000000,39.64372000000,"Transit"
"Kepler-431 d",0.00444000,1.41000000,11.92200000000,"Transit"
"Kepler-431 c",0.00072000,0.22900000,8.70300000000,"Transit"
"HATS-57 b",3.14700000,1000.21101000,2.35062100000,"Transit"
"WASP-34 b",0.56000000,177.98480000,4.31768000000,"Transit"
"WASP-3 b",2.43000000,772.32690000,1.84683000000,"Transit"
"Kepler-449 b",0.01540000,4.88000000,12.58242000000,"Transit"
"HD 1461 b",0.02026240,6.44000000,5.77152000000,"Radial Velocity"
"HD 1461 c",0.01758802,5.59000000,13.50520000000,"Radial Velocity"
"GJ 3341 b",0.02080000,6.60000000,14.20700000000,"Radial Velocity"
"Kepler-430 c",0.01170000,3.71000000,110.97900000000,"Transit"
"Kepler-444 b",0.00011800,0.03740000,3.60010530000,"Transit"
"Kepler-444 c",0.00025000,0.07930000,4.54588410000,"Transit"
"TOI-4010 d",0.12003332,38.15000000,14.70886000000,"Transit"
"K2-275 c",0.01740000,5.52000000,8.43883850000,"Transit"
"TOI-5734 b",0.02863180,9.10000000,6.18418760000,"Transit"
"Kepler-1487 b",0.01630000,5.18000000,7.31946363000,"Transit"
"Kepler-323 b",0.01227077,3.90000000,1.67832800000,"Transit"
"NGTS-17 b",0.76400000,242.82090295,3.24253000000,"Transit"
"Kepler-10 c",0.03552231,11.29000000,45.29430100000,"Transit"
"Kepler-1972 b",0.00635563,2.02000000,7.54425000000,"Transit"
"TOI-6478 b",0.06030000,19.20000000,34.00501900000,"Transit"
"HD 183263 b",3.47100000,1103.18240070,624.87404000000,"Radial Velocity"
"MOA-2011-BLG-262L b",0.05300000,17.00000000,,"Microlensing"
"HD 40307 d",5.58600000,1775.38948150,20.43200000000,"Radial Velocity"
"HD 87883 b",6.31000000,2005.49724817,3006.00000000000,"Radial Velocity"
"TOI-815 c",0.07393927,23.50000000,34.97614500000,"Transit"
"Kepler-25 d",0.22600000,71.90000000,122.40000000000,"Radial Velocity"
"TOI-3331 A b",2.27000000,721.47048389,2.01802310000,"Transit"
"HD 74698 c",0.40000000,126.00000000,3449.00000000000,"Radial Velocity"
"TOI-2068 b",0.01250000,3.97000000,7.76891500000,"Transit"
"K2-412 b",0.01610000,5.13000000,5.93820000000,"Transit"
"Kepler-603 b",0.02360000,7.51000000,21.05358596000,"Transit"
"Barnard d",0.00082749,0.26300000,2.34020000000,"Radial Velocity"
"K2-132 b",0.49000000,155.73670000,9.17510000000,"Transit"
"TOI-4747 b",0.04670000,14.80000000,5.21924158592,"Transit"
"HD 40307 f",0.01640000,5.20000000,51.76000000000,"Radial Velocity"
"Kepler-444 e",0.00031463,0.10000000,7.74349300000,"Transit"
"Kepler-444 d",0.00062927,0.20000000,6.18939200000,"Transit"
"Kepler-444 f",0.00104000,0.33200000,9.74048600000,"Transit"
"HIP 107773 b",1.98000000,629.30340000,144.30000000000,"Radial Velocity"
"TOI-763 b",0.03080263,9.79000000,5.60570000000,"Transit"
"K2-174 b",0.02290000,7.27000000,19.56230700000,"Transit"
"TOI-615 b",0.43500000,138.25535705,4.66159830000,"Transit"
"NY Vir b",2.30000000,730.97800000,3160.00000000000,"Eclipse Timing Variations"
"AF Lep b",3.61000000,1147.36054927,8905.00000000000,"Imaging"
"Kepler-763 d",0.01080000,3.43000000,6.50327035000,"Transit"
"OGLE-2005-BLG-169L b",0.04440000,14.10000000,,"Microlensing"
"K2-133 d",0.01470000,4.67000000,11.02454000000,"Transit"
"K2-165 b",0.00682000,2.17000000,2.35499200000,"Transit"
"Kepler-1990 b",0.03380000,10.70000000,1.73513619000,"Transit"
"Kepler-164 e",0.05250000,16.70000000,94.88690200000,"Transit"
"K2-87 b",0.14100000,44.90000000,9.72661800000,"Transit"
"TOI-1338 c",0.23723493,75.40000000,215.79000000000,"Radial Velocity"
"OGLE-2019-BLG-0362L b",3.26000000,1036.12060682,,"Microlensing"
"TOI-5803 b",0.03380000,10.70000000,5.38305000000,"Transit"
"AT2021ueyL b",1.34000000,425.89006538,4168.69000000000,"Microlensing"
"HD 145675 c",7.90000000,2510.84441530,15732.45889000000,"Radial Velocity"
"WASP-60 b",0.55000000,174.80650000,4.30500000000,"Transit"
"XO-2 S b",0.26000000,82.63580000,18.15700000000,"Radial Velocity"
"TOI-776 b",0.01573176,5.00000000,8.24662000000,"Transit"
"Kepler-1987 d",0.02380000,7.56000000,5.64491415400,"Transit"
"TOI-833 b",0.00678000,2.15000000,1.04187770000,"Transit"
"KELT-24 b",4.59000000,1458.83238813,5.55149296000,"Transit"
"TOI-858 B b",1.10000000,349.61124770,3.27971780000,"Transit"
"WASP-13 b",0.36000000,114.41880000,4.35301000000,"Transit"
"WASP-10 b",3.15000000,1001.12000000,3.09276160000,"Transit"
"HAT-P-32 b",0.68000000,216.12440000,2.15000820000,"Transit"
"Kepler-1704 b",4.16000000,1322.16617312,988.88112000000,"Transit"
"Kepler-1693 b",0.00695000,2.21000000,12.09990000000,"Transit"
"HD 199509 b",0.13600000,43.22466335,99.62167000000,"Radial Velocity"
"Kepler-104 b",0.06200000,19.60000000,11.42754800000,"Transit"
"Kepler-945 b",0.02330000,7.41000000,31.00338140000,"Transit"
"TOI-2416 b",3.00000000,953.48522100,8.27547900000,"Transit"
"HD 110113 c",0.03303653,10.50000000,6.74400000000,"Radial Velocity"
"XO-2 N b",0.56600000,179.89178000,2.61586178000,"Transit"
"EPIC 206317286 b",0.00264000,0.84000000,1.58252000000,"Transit"
"WASP-102 b",0.62200000,197.68926915,2.70981300000,"Transit"
"Kepler-297 d",,,150.01895110000,"Transit"
